[SimulationSpeed:500]
110.7, -231.0, 64.29, -97.51, -95.75, -97.48
110.51, -231.04, 64.37, -97.71, -95.86, -97.84
110.32, -231.07, 64.44, -97.91, -95.98, -98.19
110.14, -231.11, 64.52, -98.1, -96.09, -98.55
109.95, -231.14, 64.59, -98.3, -96.2, -98.9
109.77, -231.18, 64.67, -98.5, -96.31, -99.24
109.59, -231.21, 64.75, -98.69, -96.42, -99.59
109.42, -231.25, 64.82, -98.89, -96.53, -99.93
109.24, -231.28, 64.9, -99.08, -96.63, -100.27
109.19, -231.29, 64.92, -99.14, -96.66, -100.38
109.01, -231.33, 65.0, -99.33, -96.77, -100.72
108.84, -231.36, 65.07, -99.52, -96.87, -101.05
108.67, -231.4, 65.15, -99.72, -96.97, -101.39
108.5, -231.43, 65.23, -99.92, -97.07, -101.73
108.33, -231.47, 65.31, -100.1, -97.17, -102.06
108.16, -231.5, 65.39, -100.3, -97.27, -102.39
107.99, -231.54, 65.47, -100.5, -97.37, -102.73
107.83, -231.57, 65.55, -100.69, -97.47, -103.06
107.66, -231.6, 65.63, -100.89, -97.56, -103.39
107.5, -231.64, 65.7, -101.08, -97.66, -103.71
107.33, -231.67, 65.79, -101.28, -97.75, -104.05
107.17, -231.71, 65.87, -101.47, -97.85, -104.38
107.01, -231.74, 65.95, -101.67, -97.94, -104.72
106.84, -231.78, 66.04, -101.88, -98.04, -105.07
106.67, -231.82, 66.12, -102.09, -98.13, -105.42
106.5, -231.85, 66.21, -102.3, -98.23, -105.77
106.33, -231.89, 66.3, -102.51, -98.32, -106.11
106.16, -231.93, 66.39, -102.72, -98.42, -106.47
106.0, -231.96, 66.48, -102.93, -98.51, -106.81
105.83, -232.0, 66.57, -103.14, -98.6, -107.16
105.66, -232.04, 66.66, -103.36, -98.7, -107.52
105.5, -232.07, 66.75, -103.57, -98.79, -107.87
105.33, -232.11, 66.84, -103.79, -98.88, -108.23
105.17, -232.15, 66.94, -104.0, -98.97, -108.58
105.02, -232.18, 67.02, -104.2, -99.05, -108.9
104.87, -232.22, 67.11, -104.4, -99.13, -109.23
104.71, -232.25, 67.2, -104.61, -99.22, -109.56
104.57, -232.29, 67.28, -104.81, -99.29, -109.88
104.41, -232.32, 67.37, -105.01, -99.38, -110.21
104.26, -232.36, 67.46, -105.22, -99.46, -110.55
104.11, -232.39, 67.55, -105.43, -99.54, -110.89
103.96, -232.43, 67.64, -105.64, -99.62, -111.22
103.8, -232.46, 67.74, -105.86, -99.7, -111.57
103.67, -232.5, 67.82, -106.05, -99.77, -111.88
103.52, -232.53, 67.91, -106.26, -99.85, -112.21
103.38, -232.56, 68.0, -106.45, -99.92, -112.52
103.24, -232.6, 68.09, -106.65, -99.99, -112.84
103.11, -232.63, 68.17, -106.84, -100.05, -113.14
102.96, -232.66, 68.26, -107.06, -100.13, -113.49
102.82, -232.7, 68.35, -107.26, -100.2, -113.81
102.68, -232.73, 68.45, -107.47, -100.27, -114.14
102.54, -232.76, 68.53, -107.67, -100.34, -114.45
102.4, -232.8, 68.62, -107.87, -100.41, -114.77
102.27, -232.83, 68.71, -108.08, -100.47, -115.09
102.13, -232.86, 68.8, -108.28, -100.54, -115.4
102.01, -232.89, 68.89, -108.47, -100.6, -115.71
101.88, -232.92, 68.97, -108.66, -100.66, -116.01
101.76, -232.95, 69.06, -108.85, -100.72, -116.31
101.62, -232.99, 69.14, -109.05, -100.78, -116.62
101.5, -233.02, 69.23, -109.24, -100.84, -116.92
101.38, -233.05, 69.31, -109.43, -100.9, -117.21
101.25, -233.08, 69.4, -109.63, -100.96, -117.52
101.14, -233.1, 69.48, -109.81, -101.01, -117.8
101.07, -233.12, 69.53, -109.91, -101.04, -117.96
100.95, -233.15, 69.61, -110.11, -101.1, -118.27
100.83, -233.18, 69.7, -110.3, -101.15, -118.57
100.71, -233.21, 69.78, -110.48, -101.2, -118.84
100.66, -233.22, 69.82, -110.57, -101.23, -118.99
100.54, -233.25, 69.9, -110.76, -101.28, -119.28
100.43, -233.28, 69.98, -110.94, -101.33, -119.56
100.37, -233.3, 70.03, -111.04, -101.36, -119.71
100.25, -233.32, 70.11, -111.24, -101.41, -120.01
100.14, -233.35, 70.2, -111.42, -101.46, -120.3
100.08, -233.37, 70.23, -111.51, -101.48, -120.43
99.98, -233.39, 70.31, -111.68, -101.52, -120.7
99.87, -233.42, 70.39, -111.86, -101.57, -120.98
99.81, -233.43, 70.44, -111.96, -101.59, -121.13
99.71, -233.46, 70.52, -112.14, -101.64, -121.4
99.6, -233.49, 70.59, -112.31, -101.68, -121.67
99.55, -233.5, 70.63, -112.4, -101.7, -121.81
99.44, -233.53, 70.72, -112.59, -101.75, -122.09
99.33, -233.55, 70.8, -112.76, -101.79, -122.37
99.28, -233.57, 70.83, -112.85, -101.81, -122.51
99.18, -233.59, 70.91, -113.02, -101.85, -122.77
99.08, -233.62, 70.99, -113.2, -101.89, -123.03
99.03, -233.63, 71.03, -113.29, -101.91, -123.17
98.93, -233.65, 71.1, -113.46, -101.95, -123.44
98.83, -233.68, 71.18, -113.63, -101.99, -123.7
98.78, -233.69, 71.23, -113.73, -102.01, -123.85
98.68, -233.72, 71.3, -113.9, -102.05, -124.1
98.58, -233.74, 71.38, -114.08, -102.09, -124.38
98.56, -233.75, 71.4, -114.12, -102.1, -124.45
